Unnamed: 0	resource_id	query_id	similarity_score
0	0	0	0.0
1	1	0	0.0
2	2	0	0.0
3	3	0	0.0
4	4	0	0.0
5	5	0	0.0
6	6	0	0.0
7	7	0	0.0
8	8	0	0.0
9	9	0	0.0
10	10	0	0.0
11	11	0	0.0
12	12	0	0.0
13	13	0	0.0
14	14	0	0.0
15	15	0	0.0
16	16	0	0.0
17	17	0	0.0
18	18	0	0.0
19	19	0	0.0
20	20	0	0.0
21	21	0	0.0
22	22	0	0.0
23	23	0	0.0
24	24	0	9.0
25	25	0	0.0
26	26	0	0.0
27	27	0	0.0
28	28	0	0.0
29	29	0	0.0
30	30	0	0.0
31	31	0	0.0
32	32	0	0.0
33	33	0	0.0
34	34	0	100.0
35	35	0	0.0
36	36	0	4.0
37	37	0	0.0
38	38	0	0.0
39	39	0	0.0
40	40	0	0.0
41	41	0	0.0
42	42	0	0.0
43	43	0	0.0
44	44	0	0.0
45	45	0	0.0
46	46	0	0.0
47	47	0	0.0
48	48	0	0.0
49	49	0	0.0
50	50	0	0.0
51	51	0	0.0
52	52	0	0.0
53	53	0	0.0
54	54	0	0.0
55	55	0	0.0
56	56	0	0.0
57	57	0	0.0
58	58	0	0.0
59	59	0	0.0
60	60	0	0.0
61	61	0	0.0
62	62	0	0.0
63	63	0	0.0
64	64	0	0.0
65	65	0	0.0
66	66	0	0.0
67	67	0	0.0
68	68	0	0.0
69	69	0	0.0
70	70	0	0.0
71	71	0	0.0
72	72	0	0.0
73	73	0	0.0
74	74	0	0.0
75	75	0	0.0
76	76	0	0.0
77	77	0	0.0
78	78	0	0.0
79	79	0	0.0
80	80	0	0.0
81	81	0	0.0
82	82	0	0.0
83	83	0	0.0
84	84	0	0.0
85	85	0	0.0
86	86	0	0.0
87	87	0	0.0
88	88	0	0.0
89	89	0	0.0
90	90	0	0.0
91	91	0	0.0
92	92	0	0.0
93	93	0	0.0
94	94	0	0.0
95	95	0	0.0
96	96	0	0.0
97	97	0	0.0
98	98	0	0.0
99	99	0	0.0
100	0	1	0.0
101	1	1	1.0
102	2	1	0.0
103	3	1	0.0
104	4	1	2.0
105	5	1	0.0
106	6	1	0.0
107	7	1	0.0
108	8	1	0.0
109	9	1	0.0
110	10	1	0.0
111	11	1	0.0
112	12	1	8.0
113	13	1	53.0
114	14	1	1.0
115	15	1	0.0
116	16	1	0.0
117	17	1	0.0
118	18	1	3.0
119	19	1	0.0
120	20	1	0.0
121	21	1	0.0
122	22	1	3.0
123	23	1	0.0
124	24	1	1.0
125	25	1	0.0
126	26	1	0.0
127	27	1	0.0
128	28	1	0.0
129	29	1	0.0
130	30	1	0.0
131	31	1	0.0
132	32	1	1.0
133	33	1	0.0
134	34	1	0.0
135	35	1	2.0
136	36	1	0.0
137	37	1	0.0
138	38	1	0.0
139	39	1	0.0
140	40	1	0.0
141	41	1	0.0
142	42	1	0.0
143	43	1	0.0
144	44	1	0.0
145	45	1	3.0
146	46	1	4.0
147	47	1	0.0
148	48	1	0.0
149	49	1	0.0
150	50	1	1.0
151	51	1	0.0
152	52	1	0.0
153	53	1	0.0
154	54	1	0.0
155	55	1	0.0
156	56	1	0.0
157	57	1	0.0
158	58	1	0.0
159	59	1	0.0
160	60	1	2.0
161	61	1	0.0
162	62	1	0.0
163	63	1	1.0
164	64	1	0.0
165	65	1	2.0
166	66	1	0.0
167	67	1	3.0
168	68	1	0.0
169	69	1	0.0
170	70	1	0.0
171	71	1	0.0
172	72	1	0.0
173	73	1	0.0
174	74	1	0.0
175	75	1	0.0
176	76	1	0.0
177	77	1	0.0
178	78	1	0.0
179	79	1	0.0
180	80	1	0.0
181	81	1	0.0
182	82	1	0.0
183	83	1	0.0
184	84	1	0.0
185	85	1	0.0
186	86	1	2.0
187	87	1	0.0
188	88	1	0.0
189	89	1	0.0
190	90	1	0.0
191	91	1	0.0
192	92	1	1.0
193	93	1	0.0
194	94	1	0.0
195	95	1	0.0
196	96	1	0.0
197	97	1	0.0
198	98	1	0.0
199	99	1	5.0
200	0	2	0.0
201	1	2	0.0
202	2	2	0.0
203	3	2	0.0
204	4	2	2.0
205	5	2	0.0
206	6	2	2.0
207	7	2	0.0
208	8	2	0.0
209	9	2	0.0
210	10	2	0.0
211	11	2	2.0
212	12	2	0.0
213	13	2	0.0
214	14	2	0.0
215	15	2	0.0
216	16	2	0.0
217	17	2	0.0
218	18	2	0.0
219	19	2	0.0
220	20	2	0.0
221	21	2	7.0
222	22	2	0.0
223	23	2	0.0
224	24	2	0.0
225	25	2	0.0
226	26	2	0.0
227	27	2	3.0
228	28	2	0.0
229	29	2	0.0
230	30	2	0.0
231	31	2	2.0
232	32	2	0.0
233	33	2	0.0
234	34	2	18.0
235	35	2	0.0
236	36	2	4.0
237	37	2	1.0
238	38	2	0.0
239	39	2	0.0
240	40	2	0.0
241	41	2	0.0
242	42	2	2.0
243	43	2	0.0
244	44	2	0.0
245	45	2	0.0
246	46	2	0.0
247	47	2	0.0
248	48	2	3.0
249	49	2	8.0
250	50	2	0.0
251	51	2	0.0
252	52	2	0.0
253	53	2	0.0
254	54	2	1.0
255	55	2	0.0
256	56	2	0.0
257	57	2	0.0
258	58	2	0.0
259	59	2	3.0
260	60	2	1.0
261	61	2	0.0
262	62	2	0.0
263	63	2	0.0
264	64	2	0.0
265	65	2	0.0
266	66	2	4.0
267	67	2	0.0
268	68	2	0.0
269	69	2	2.0
270	70	2	0.0
271	71	2	2.0
272	72	2	0.0
273	73	2	2.0
274	74	2	1.0
275	75	2	0.0
276	76	2	4.0
277	77	2	0.0
278	78	2	2.0
279	79	2	5.0
280	80	2	0.0
281	81	2	0.0
282	82	2	3.0
283	83	2	0.0
284	84	2	1.0
285	85	2	1.0
286	86	2	0.0
287	87	2	12.0
288	88	2	0.0
289	89	2	0.0
290	90	2	3.0
291	91	2	0.0
292	92	2	0.0
293	93	2	0.0
294	94	2	0.0
295	95	2	0.0
296	96	2	12.0
297	97	2	0.0
298	98	2	0.0
299	99	2	0.0
300	0	3	0.0
301	1	3	0.0
302	2	3	0.0
303	3	3	0.0
304	4	3	0.0
305	5	3	0.0
306	6	3	0.0
307	7	3	0.0
308	8	3	0.0
309	9	3	0.0
310	10	3	0.0
311	11	3	0.0
312	12	3	0.0
313	13	3	0.0
314	14	3	0.0
315	15	3	0.0
316	16	3	0.0
317	17	3	0.0
318	18	3	0.0
319	19	3	0.0
320	20	3	0.0
321	21	3	0.0
322	22	3	0.0
323	23	3	0.0
324	24	3	0.0
325	25	3	0.0
326	26	3	0.0
327	27	3	0.0
328	28	3	0.0
329	29	3	0.0
330	30	3	0.0
331	31	3	0.0
332	32	3	0.0
333	33	3	0.0
334	34	3	0.0
335	35	3	0.0
336	36	3	0.0
337	37	3	2.0
338	38	3	0.0
339	39	3	0.0
340	40	3	0.0
341	41	3	0.0
342	42	3	0.0
343	43	3	0.0
344	44	3	0.0
345	45	3	0.0
346	46	3	0.0
347	47	3	0.0
348	48	3	0.0
349	49	3	29.0
350	50	3	0.0
351	51	3	0.0
352	52	3	0.0
353	53	3	0.0
354	54	3	0.0
355	55	3	0.0
356	56	3	0.0
357	57	3	0.0
358	58	3	0.0
359	59	3	0.0
360	60	3	0.0
361	61	3	0.0
362	62	3	0.0
363	63	3	0.0
364	64	3	0.0
365	65	3	0.0
366	66	3	0.0
367	67	3	0.0
368	68	3	0.0
369	69	3	0.0
370	70	3	0.0
371	71	3	0.0
372	72	3	0.0
373	73	3	0.0
374	74	3	16.0
375	75	3	0.0
376	76	3	0.0
377	77	3	0.0
378	78	3	0.0
379	79	3	0.0
380	80	3	0.0
381	81	3	0.0
382	82	3	0.0
383	83	3	0.0
384	84	3	0.0
385	85	3	0.0
386	86	3	0.0
387	87	3	0.0
388	88	3	0.0
389	89	3	0.0
390	90	3	0.0
391	91	3	0.0
392	92	3	0.0
393	93	3	0.0
394	94	3	0.0
395	95	3	0.0
396	96	3	0.0
397	97	3	0.0
398	98	3	0.0
399	99	3	0.0
400	0	4	0.0
401	1	4	0.0
402	2	4	0.0
403	3	4	0.0
404	4	4	0.0
405	5	4	0.0
406	6	4	0.0
407	7	4	0.0
408	8	4	0.0
409	9	4	0.0
410	10	4	0.0
411	11	4	0.0
412	12	4	0.0
413	13	4	0.0
414	14	4	0.0
415	15	4	0.0
416	16	4	0.0
417	17	4	0.0
418	18	4	0.0
419	19	4	0.0
420	20	4	0.0
421	21	4	0.0
422	22	4	0.0
423	23	4	0.0
424	24	4	0.0
425	25	4	0.0
426	26	4	0.0
427	27	4	0.0
428	28	4	0.0
429	29	4	0.0
430	30	4	0.0
431	31	4	0.0
432	32	4	0.0
433	33	4	8.0
434	34	4	0.0
435	35	4	0.0
436	36	4	0.0
437	37	4	0.0
438	38	4	0.0
439	39	4	0.0
440	40	4	0.0
441	41	4	0.0
442	42	4	1.0
443	43	4	0.0
444	44	4	0.0
445	45	4	0.0
446	46	4	0.0
447	47	4	0.0
448	48	4	0.0
449	49	4	0.0
450	50	4	0.0
451	51	4	0.0
452	52	4	0.0
453	53	4	0.0
454	54	4	0.0
455	55	4	0.0
456	56	4	0.0
457	57	4	0.0
458	58	4	0.0
459	59	4	0.0
460	60	4	0.0
461	61	4	0.0
462	62	4	0.0
463	63	4	0.0
464	64	4	0.0
465	65	4	0.0
466	66	4	0.0
467	67	4	0.0
468	68	4	0.0
469	69	4	0.0
470	70	4	0.0
471	71	4	1.0
472	72	4	0.0
473	73	4	0.0
474	74	4	0.0
475	75	4	0.0
476	76	4	0.0
477	77	4	0.0
478	78	4	0.0
479	79	4	0.0
480	80	4	0.0
481	81	4	0.0
482	82	4	0.0
483	83	4	0.0
484	84	4	0.0
485	85	4	0.0
486	86	4	0.0
487	87	4	0.0
488	88	4	0.0
489	89	4	0.0
490	90	4	0.0
491	91	4	0.0
492	92	4	0.0
493	93	4	0.0
494	94	4	0.0
495	95	4	0.0
496	96	4	0.0
497	97	4	0.0
498	98	4	0.0
499	99	4	0.0
500	0	5	0.0
501	1	5	0.0
502	2	5	0.0
503	3	5	0.0
504	4	5	2.0
505	5	5	0.0
506	6	5	0.0
507	7	5	0.0
508	8	5	0.0
509	9	5	0.0
510	10	5	0.0
511	11	5	0.0
512	12	5	0.0
513	13	5	0.0
514	14	5	40.0
515	15	5	0.0
516	16	5	0.0
517	17	5	0.0
518	18	5	0.0
519	19	5	0.0
520	20	5	0.0
521	21	5	0.0
522	22	5	0.0
523	23	5	0.0
524	24	5	0.0
525	25	5	0.0
526	26	5	0.0
527	27	5	0.0
528	28	5	0.0
529	29	5	0.0
530	30	5	0.0
531	31	5	0.0
532	32	5	5.0
533	33	5	0.0
534	34	5	0.0
535	35	5	0.0
536	36	5	0.0
537	37	5	0.0
538	38	5	0.0
539	39	5	0.0
540	40	5	0.0
541	41	5	0.0
542	42	5	0.0
543	43	5	0.0
544	44	5	0.0
545	45	5	0.0
546	46	5	0.0
547	47	5	0.0
548	48	5	0.0
549	49	5	0.0
550	50	5	0.0
551	51	5	0.0
552	52	5	0.0
553	53	5	0.0
554	54	5	0.0
555	55	5	0.0
556	56	5	0.0
557	57	5	0.0
558	58	5	0.0
559	59	5	0.0
560	60	5	0.0
561	61	5	0.0
562	62	5	0.0
563	63	5	0.0
564	64	5	0.0
565	65	5	0.0
566	66	5	0.0
567	67	5	0.0
568	68	5	0.0
569	69	5	0.0
570	70	5	0.0
571	71	5	0.0
572	72	5	0.0
573	73	5	0.0
574	74	5	0.0
575	75	5	0.0
576	76	5	0.0
577	77	5	0.0
578	78	5	0.0
579	79	5	0.0
580	80	5	0.0
581	81	5	0.0
582	82	5	0.0
583	83	5	0.0
584	84	5	0.0
585	85	5	0.0
586	86	5	0.0
587	87	5	0.0
588	88	5	0.0
589	89	5	0.0
590	90	5	0.0
591	91	5	0.0
592	92	5	0.0
593	93	5	0.0
594	94	5	0.0
595	95	5	0.0
596	96	5	0.0
597	97	5	0.0
598	98	5	0.0
599	99	5	3.0
600	0	6	0.0
601	1	6	0.0
602	2	6	0.0
603	3	6	1.0
604	4	6	1.0
605	5	6	0.0
606	6	6	0.0
607	7	6	0.0
608	8	6	0.0
609	9	6	0.0
610	10	6	0.0
611	11	6	0.0
612	12	6	0.0
613	13	6	82.0
614	14	6	2.0
615	15	6	0.0
616	16	6	0.0
617	17	6	0.0
618	18	6	0.0
619	19	6	0.0
620	20	6	15.0
621	21	6	0.0
622	22	6	0.0
623	23	6	0.0
624	24	6	0.0
625	25	6	0.0
626	26	6	0.0
627	27	6	0.0
628	28	6	0.0
629	29	6	0.0
630	30	6	0.0
631	31	6	0.0
632	32	6	0.0
633	33	6	0.0
634	34	6	0.0
635	35	6	0.0
636	36	6	0.0
637	37	6	0.0
638	38	6	0.0
639	39	6	0.0
640	40	6	1.0
641	41	6	0.0
642	42	6	0.0
643	43	6	0.0
644	44	6	0.0
645	45	6	0.0
646	46	6	0.0
647	47	6	0.0
648	48	6	0.0
649	49	6	0.0
650	50	6	0.0
651	51	6	0.0
652	52	6	0.0
653	53	6	0.0
654	54	6	0.0
655	55	6	0.0
656	56	6	0.0
657	57	6	0.0
658	58	6	0.0
659	59	6	0.0
660	60	6	0.0
661	61	6	0.0
662	62	6	0.0
663	63	6	0.0
664	64	6	0.0
665	65	6	1.0
666	66	6	0.0
667	67	6	0.0
668	68	6	0.0
669	69	6	0.0
670	70	6	0.0
671	71	6	0.0
672	72	6	0.0
673	73	6	2.0
674	74	6	0.0
675	75	6	0.0
676	76	6	0.0
677	77	6	0.0
678	78	6	0.0
679	79	6	0.0
680	80	6	0.0
681	81	6	0.0
682	82	6	0.0
683	83	6	0.0
684	84	6	0.0
685	85	6	0.0
686	86	6	0.0
687	87	6	0.0
688	88	6	0.0
689	89	6	0.0
690	90	6	0.0
691	91	6	0.0
692	92	6	0.0
693	93	6	0.0
694	94	6	0.0
695	95	6	0.0
696	96	6	0.0
697	97	6	9.0
698	98	6	0.0
699	99	6	0.0
700	0	7	1.0
701	1	7	0.0
702	2	7	0.0
703	3	7	0.0
704	4	7	0.0
705	5	7	0.0
706	6	7	0.0
707	7	7	0.0
708	8	7	0.0
709	9	7	0.0
710	10	7	0.0
711	11	7	0.0
712	12	7	0.0
713	13	7	0.0
714	14	7	0.0
715	15	7	0.0
716	16	7	0.0
717	17	7	1.0
718	18	7	0.0
719	19	7	0.0
720	20	7	0.0
721	21	7	0.0
722	22	7	0.0
723	23	7	0.0
724	24	7	13.0
725	25	7	0.0
726	26	7	0.0
727	27	7	0.0
728	28	7	0.0
729	29	7	0.0
730	30	7	33.0
731	31	7	0.0
732	32	7	0.0
733	33	7	0.0
734	34	7	0.0
735	35	7	0.0
736	36	7	0.0
737	37	7	0.0
738	38	7	0.0
739	39	7	0.0
740	40	7	0.0
741	41	7	0.0
742	42	7	0.0
743	43	7	0.0
744	44	7	0.0
745	45	7	0.0
746	46	7	0.0
747	47	7	0.0
748	48	7	1.0
749	49	7	0.0
750	50	7	0.0
751	51	7	0.0
752	52	7	0.0
753	53	7	0.0
754	54	7	9.0
755	55	7	0.0
756	56	7	0.0
757	57	7	0.0
758	58	7	0.0
759	59	7	0.0
760	60	7	0.0
761	61	7	0.0
762	62	7	0.0
763	63	7	0.0
764	64	7	0.0
765	65	7	0.0
766	66	7	0.0
767	67	7	0.0
768	68	7	0.0
769	69	7	0.0
770	70	7	0.0
771	71	7	0.0
772	72	7	0.0
773	73	7	0.0
774	74	7	0.0
775	75	7	0.0
776	76	7	0.0
777	77	7	0.0
778	78	7	0.0
779	79	7	0.0
780	80	7	0.0
781	81	7	0.0
782	82	7	0.0
783	83	7	0.0
784	84	7	0.0
785	85	7	0.0
786	86	7	0.0
787	87	7	0.0
788	88	7	0.0
789	89	7	0.0
790	90	7	0.0
791	91	7	0.0
792	92	7	1.0
793	93	7	0.0
794	94	7	0.0
795	95	7	0.0
796	96	7	0.0
797	97	7	0.0
798	98	7	0.0
799	99	7	0.0
800	0	8	0.0
801	1	8	0.0
802	2	8	0.0
803	3	8	0.0
804	4	8	2.0
805	5	8	0.0
806	6	8	0.0
807	7	8	0.0
808	8	8	0.0
809	9	8	0.0
810	10	8	0.0
811	11	8	0.0
812	12	8	0.0
813	13	8	0.0
814	14	8	0.0
815	15	8	0.0
816	16	8	0.0
817	17	8	0.0
818	18	8	0.0
819	19	8	3.0
820	20	8	0.0
821	21	8	0.0
822	22	8	0.0
823	23	8	0.0
824	24	8	0.0
825	25	8	0.0
826	26	8	0.0
827	27	8	0.0
828	28	8	0.0
829	29	8	0.0
830	30	8	0.0
831	31	8	0.0
832	32	8	0.0
833	33	8	0.0
834	34	8	0.0
835	35	8	0.0
836	36	8	0.0
837	37	8	91.0
838	38	8	0.0
839	39	8	25.0
840	40	8	0.0
841	41	8	0.0
842	42	8	0.0
843	43	8	0.0
844	44	8	0.0
845	45	8	0.0
846	46	8	0.0
847	47	8	0.0
848	48	8	0.0
849	49	8	0.0
850	50	8	0.0
851	51	8	0.0
852	52	8	0.0
853	53	8	0.0
854	54	8	0.0
855	55	8	0.0
856	56	8	0.0
857	57	8	0.0
858	58	8	0.0
859	59	8	0.0
860	60	8	0.0
861	61	8	0.0
862	62	8	0.0
863	63	8	0.0
864	64	8	0.0
865	65	8	0.0
866	66	8	0.0
867	67	8	0.0
868	68	8	0.0
869	69	8	0.0
870	70	8	0.0
871	71	8	0.0
872	72	8	0.0
873	73	8	0.0
874	74	8	0.0
875	75	8	0.0
876	76	8	0.0
877	77	8	0.0
878	78	8	0.0
879	79	8	0.0
880	80	8	0.0
881	81	8	0.0
882	82	8	0.0
883	83	8	0.0
884	84	8	0.0
885	85	8	0.0
886	86	8	0.0
887	87	8	0.0
888	88	8	0.0
889	89	8	0.0
890	90	8	0.0
891	91	8	1.0
892	92	8	0.0
893	93	8	0.0
894	94	8	0.0
895	95	8	0.0
896	96	8	0.0
897	97	8	0.0
898	98	8	0.0
899	99	8	0.0
900	0	9	0.0
901	1	9	0.0
902	2	9	0.0
903	3	9	1.0
904	4	9	4.0
905	5	9	0.0
906	6	9	0.0
907	7	9	0.0
908	8	9	0.0
909	9	9	0.0
910	10	9	0.0
911	11	9	0.0
912	12	9	0.0
913	13	9	1.0
914	14	9	0.0
915	15	9	0.0
916	16	9	0.0
917	17	9	0.0
918	18	9	0.0
919	19	9	0.0
920	20	9	0.0
921	21	9	0.0
922	22	9	1.0
923	23	9	0.0
924	24	9	0.0
925	25	9	0.0
926	26	9	0.0
927	27	9	0.0
928	28	9	0.0
929	29	9	3.0
930	30	9	0.0
931	31	9	87.0
932	32	9	3.0
933	33	9	0.0
934	34	9	0.0
935	35	9	0.0
936	36	9	0.0
937	37	9	0.0
938	38	9	0.0
939	39	9	0.0
940	40	9	0.0
941	41	9	0.0
942	42	9	0.0
943	43	9	0.0
944	44	9	0.0
945	45	9	0.0
946	46	9	0.0
947	47	9	1.0
948	48	9	0.0
949	49	9	0.0
950	50	9	0.0
951	51	9	22.0
952	52	9	0.0
953	53	9	0.0
954	54	9	0.0
955	55	9	0.0
956	56	9	0.0
957	57	9	0.0
958	58	9	0.0
959	59	9	0.0
960	60	9	0.0
961	61	9	0.0
962	62	9	0.0
963	63	9	0.0
964	64	9	0.0
965	65	9	0.0
966	66	9	0.0
967	67	9	0.0
968	68	9	0.0
969	69	9	0.0
970	70	9	0.0
971	71	9	0.0
972	72	9	0.0
973	73	9	0.0
974	74	9	0.0
975	75	9	0.0
976	76	9	0.0
977	77	9	0.0
978	78	9	0.0
979	79	9	0.0
980	80	9	0.0
981	81	9	0.0
982	82	9	0.0
983	83	9	0.0
984	84	9	0.0
985	85	9	0.0
986	86	9	0.0
987	87	9	0.0
988	88	9	0.0
989	89	9	0.0
990	90	9	0.0
991	91	9	0.0
992	92	9	1.0
993	93	9	0.0
994	94	9	0.0
995	95	9	0.0
996	96	9	0.0
997	97	9	0.0
998	98	9	0.0
999	99	9	0.0
1000	0	10	0.0
1001	1	10	0.0
1002	2	10	0.0
1003	3	10	24.0
1004	4	10	0.0
1005	5	10	2.0
1006	6	10	0.0
1007	7	10	0.0
1008	8	10	0.0
1009	9	10	0.0
1010	10	10	3.0
1011	11	10	0.0
1012	12	10	0.0
1013	13	10	0.0
1014	14	10	0.0
1015	15	10	0.0
1016	16	10	0.0
1017	17	10	0.0
1018	18	10	0.0
1019	19	10	0.0
1020	20	10	0.0
1021	21	10	0.0
1022	22	10	0.0
1023	23	10	0.0
1024	24	10	0.0
1025	25	10	0.0
1026	26	10	0.0
1027	27	10	0.0
1028	28	10	0.0
1029	29	10	0.0
1030	30	10	0.0
1031	31	10	0.0
1032	32	10	0.0
1033	33	10	2.0
1034	34	10	0.0
1035	35	10	0.0
1036	36	10	0.0
1037	37	10	0.0
1038	38	10	0.0
1039	39	10	0.0
1040	40	10	0.0
1041	41	10	0.0
1042	42	10	23.0
1043	43	10	0.0
1044	44	10	0.0
1045	45	10	0.0
1046	46	10	0.0
1047	47	10	0.0
1048	48	10	0.0
1049	49	10	0.0
1050	50	10	0.0
1051	51	10	0.0
1052	52	10	0.0
1053	53	10	0.0
1054	54	10	0.0
1055	55	10	0.0
1056	56	10	0.0
1057	57	10	0.0
1058	58	10	0.0
1059	59	10	0.0
1060	60	10	0.0
1061	61	10	0.0
1062	62	10	0.0
1063	63	10	0.0
1064	64	10	1.0
1065	65	10	0.0
1066	66	10	1.0
1067	67	10	0.0
1068	68	10	0.0
1069	69	10	0.0
1070	70	10	0.0
1071	71	10	0.0
1072	72	10	0.0
1073	73	10	0.0
1074	74	10	0.0
1075	75	10	0.0
1076	76	10	0.0
1077	77	10	0.0
1078	78	10	0.0
1079	79	10	1.0
1080	80	10	0.0
1081	81	10	0.0
1082	82	10	0.0
1083	83	10	0.0
1084	84	10	41.0
1085	85	10	0.0
1086	86	10	2.0
1087	87	10	0.0
1088	88	10	0.0
1089	89	10	0.0
1090	90	10	0.0
1091	91	10	0.0
1092	92	10	0.0
1093	93	10	0.0
1094	94	10	0.0
1095	95	10	0.0
1096	96	10	0.0
1097	97	10	0.0
1098	98	10	0.0
1099	99	10	0.0
1100	0	11	0.0
1101	1	11	0.0
1102	2	11	0.0
1103	3	11	0.0
1104	4	11	0.0
1105	5	11	0.0
1106	6	11	0.0
1107	7	11	0.0
1108	8	11	0.0
1109	9	11	0.0
1110	10	11	0.0
1111	11	11	0.0
1112	12	11	0.0
1113	13	11	0.0
1114	14	11	0.0
1115	15	11	0.0
1116	16	11	6.0
1117	17	11	0.0
1118	18	11	0.0
1119	19	11	0.0
1120	20	11	0.0
1121	21	11	0.0
1122	22	11	0.0
1123	23	11	0.0
1124	24	11	8.0
1125	25	11	0.0
1126	26	11	0.0
1127	27	11	0.0
1128	28	11	0.0
1129	29	11	0.0
1130	30	11	0.0
1131	31	11	0.0
1132	32	11	0.0
1133	33	11	0.0
1134	34	11	0.0
1135	35	11	0.0
1136	36	11	0.0
1137	37	11	0.0
1138	38	11	0.0
1139	39	11	0.0
1140	40	11	0.0
1141	41	11	0.0
1142	42	11	0.0
1143	43	11	0.0
1144	44	11	0.0
1145	45	11	0.0
1146	46	11	0.0
1147	47	11	0.0
1148	48	11	0.0
1149	49	11	0.0
1150	50	11	0.0
1151	51	11	0.0
1152	52	11	0.0
1153	53	11	0.0
1154	54	11	0.0
1155	55	11	0.0
1156	56	11	0.0
1157	57	11	0.0
1158	58	11	0.0
1159	59	11	0.0
1160	60	11	191.0
1161	61	11	0.0
1162	62	11	0.0
1163	63	11	0.0
1164	64	11	0.0
1165	65	11	0.0
1166	66	11	0.0
1167	67	11	0.0
1168	68	11	0.0
1169	69	11	0.0
1170	70	11	0.0
1171	71	11	0.0
1172	72	11	0.0
1173	73	11	0.0
1174	74	11	0.0
1175	75	11	0.0
1176	76	11	0.0
1177	77	11	0.0
1178	78	11	0.0
1179	79	11	0.0
1180	80	11	0.0
1181	81	11	0.0
1182	82	11	0.0
1183	83	11	0.0
1184	84	11	0.0
1185	85	11	0.0
1186	86	11	0.0
1187	87	11	0.0
1188	88	11	0.0
1189	89	11	0.0
1190	90	11	0.0
1191	91	11	0.0
1192	92	11	1.0
1193	93	11	0.0
1194	94	11	0.0
1195	95	11	2.0
1196	96	11	0.0
1197	97	11	0.0
1198	98	11	0.0
1199	99	11	0.0
1200	0	12	0.0
1201	1	12	0.0
1202	2	12	0.0
1203	3	12	0.0
1204	4	12	0.0
1205	5	12	0.0
1206	6	12	0.0
1207	7	12	0.0
1208	8	12	0.0
1209	9	12	0.0
1210	10	12	0.0
1211	11	12	0.0
1212	12	12	0.0
1213	13	12	0.0
1214	14	12	0.0
1215	15	12	0.0
1216	16	12	0.0
1217	17	12	0.0
1218	18	12	0.0
1219	19	12	0.0
1220	20	12	0.0
1221	21	12	0.0
1222	22	12	0.0
1223	23	12	0.0
1224	24	12	0.0
1225	25	12	0.0
1226	26	12	0.0
1227	27	12	0.0
1228	28	12	0.0
1229	29	12	0.0
1230	30	12	0.0
1231	31	12	0.0
1232	32	12	0.0
1233	33	12	0.0
1234	34	12	0.0
1235	35	12	0.0
1236	36	12	0.0
1237	37	12	0.0
1238	38	12	0.0
1239	39	12	0.0
1240	40	12	0.0
1241	41	12	0.0
1242	42	12	0.0
1243	43	12	0.0
1244	44	12	0.0
1245	45	12	0.0
1246	46	12	0.0
1247	47	12	0.0
1248	48	12	0.0
1249	49	12	0.0
1250	50	12	0.0
1251	51	12	0.0
1252	52	12	0.0
1253	53	12	0.0
1254	54	12	0.0
1255	55	12	0.0
1256	56	12	1.0
1257	57	12	0.0
1258	58	12	0.0
1259	59	12	0.0
1260	60	12	0.0
1261	61	12	0.0
1262	62	12	0.0
1263	63	12	14.0
1264	64	12	0.0
1265	65	12	0.0
1266	66	12	0.0
1267	67	12	0.0
1268	68	12	0.0
1269	69	12	0.0
1270	70	12	0.0
1271	71	12	0.0
1272	72	12	0.0
1273	73	12	0.0
1274	74	12	0.0
1275	75	12	0.0
1276	76	12	0.0
1277	77	12	0.0
1278	78	12	0.0
1279	79	12	0.0
1280	80	12	0.0
1281	81	12	0.0
1282	82	12	0.0
1283	83	12	0.0
1284	84	12	0.0
1285	85	12	0.0
1286	86	12	0.0
1287	87	12	0.0
1288	88	12	0.0
1289	89	12	0.0
1290	90	12	0.0
1291	91	12	0.0
1292	92	12	0.0
1293	93	12	0.0
1294	94	12	0.0
1295	95	12	0.0
1296	96	12	0.0
1297	97	12	2.0
1298	98	12	0.0
1299	99	12	0.0
1300	0	13	0.0
1301	1	13	0.0
1302	2	13	0.0
1303	3	13	0.0
1304	4	13	0.0
1305	5	13	0.0
1306	6	13	0.0
1307	7	13	0.0
1308	8	13	0.0
1309	9	13	0.0
1310	10	13	0.0
1311	11	13	0.0
1312	12	13	0.0
1313	13	13	0.0
1314	14	13	0.0
1315	15	13	0.0
1316	16	13	0.0
1317	17	13	0.0
1318	18	13	0.0
1319	19	13	0.0
1320	20	13	0.0
1321	21	13	0.0
1322	22	13	0.0
1323	23	13	0.0
1324	24	13	0.0
1325	25	13	0.0
1326	26	13	0.0
1327	27	13	0.0
1328	28	13	0.0
